filepath,disease,severity,label_10,fold
HEALTHY\4118_healthy.jpg,healthy,,healthy,1
HEALTHY\4119_healthy.jpg,healthy,,healthy,1
HEALTHY\4121_healthy.jpg,healthy,,healthy,2
HEALTHY\4122_healthy.jpg,healthy,,healthy,2
HEALTHY\4124_healthy.jpg,healthy,,healthy,1
HEALTHY\4125_healthy.jpg,healthy,,healthy,3
HEALTHY\4126_healthy.jpg,healthy,,healthy,3
HEALTHY\4127_healthy.jpg,healthy,,healthy,0
HEALTHY\4129_healthy.jpg,healthy,,healthy,4
HEALTHY\4130_healthy.jpg,healthy,,healthy,3
HEALTHY\4132_healthy.jpg,healthy,,healthy,3
HEALTHY\4133_healthy.jpg,healthy,,healthy,1
HEALTHY\4134_healthy.jpg,healthy,,healthy,2
HEALTHY\4135_healthy.jpg,healthy,,healthy,2
HEALTHY\4136_healthy.jpg,healthy,,healthy,3
HEALTHY\4137_healthy.jpg,healthy,,healthy,2
HEALTHY\4139_healthy.jpg,healthy,,healthy,3
HEALTHY\4141_healthy.jpg,healthy,,healthy,2
HEALTHY\4142_healthy.jpg,healthy,,healthy,2
HEALTHY\4144_healthy.jpg,healthy,,healthy,1
HEALTHY\4146_healthy.jpg,healthy,,healthy,1
HEALTHY\4147_healthy.jpg,healthy,,healthy,4
HEALTHY\4148_healthy.jpg,healthy,,healthy,4
HEALTHY\4150_healthy.jpg,healthy,,healthy,4
HEALTHY\4151_healthy.jpg,healthy,,healthy,0
HEALTHY\4152_healthy.jpg,healthy,,healthy,0
HEALTHY\4153_healthy.jpg,healthy,,healthy,3
HEALTHY\4155_healthy.jpg,healthy,,healthy,4
HEALTHY\4156_healthy.jpg,healthy,,healthy,0
HEALTHY\4158_healthy.jpg,healthy,,healthy,1
HEALTHY\4159_healthy.jpg,healthy,,healthy,4
HEALTHY\4160_healthy.jpg,healthy,,healthy,0
HEALTHY\4161_healthy.jpg,healthy,,healthy,3
HEALTHY\4163_healthy.jpg,healthy,,healthy,0
HEALTHY\4165_healthy.jpg,healthy,,healthy,2
HEALTHY\4166_healthy.jpg,healthy,,healthy,2
HEALTHY\4169_healthy.jpg,healthy,,healthy,4
HEALTHY\4170_healthy.jpg,healthy,,healthy,0
HEALTHY\4172_healthy.jpg,healthy,,healthy,2
HEALTHY\4173_healthy.jpg,healthy,,healthy,4
HEALTHY\4175_healthy.jpg,healthy,,healthy,0
HEALTHY\4176_healthy.jpg,healthy,,healthy,3
HEALTHY\4178_healthy.jpg,healthy,,healthy,2
HEALTHY\4179_healthy.jpg,healthy,,healthy,4
HEALTHY\4181_healthy.jpg,healthy,,healthy,4
HEALTHY\4182_healthy.jpg,healthy,,healthy,0
HEALTHY\4183_healthy.jpg,healthy,,healthy,0
HEALTHY\4185_healthy.jpg,healthy,,healthy,3
HEALTHY\4188_healthy.jpg,healthy,,healthy,3
HEALTHY\4189_healthy.jpg,healthy,,healthy,0
HEALTHY\4190_healthy.jpg,healthy,,healthy,3
HEALTHY\4191_healthy.jpg,healthy,,healthy,4
HEALTHY\4193_healthy.jpg,healthy,,healthy,1
HEALTHY\4194_healthy.jpg,healthy,,healthy,0
HEALTHY\4195_healthy.jpg,healthy,,healthy,0
HEALTHY\4196_healthy.jpg,healthy,,healthy,1
HEALTHY\4197_healthy.jpg,healthy,,healthy,0
HEALTHY\4198_healthy.jpg,healthy,,healthy,1
HEALTHY\4199_healthy.jpg,healthy,,healthy,4
HEALTHY\4200_healthy.jpg,healthy,,healthy,3
HEALTHY\4203_healthy.jpg,healthy,,healthy,2
HEALTHY\4204_healthy.jpg,healthy,,healthy,4
HEALTHY\4206_healthy.jpg,healthy,,healthy,0
HEALTHY\4207_healthy.jpg,healthy,,healthy,1
HEALTHY\4210_healthy.jpg,healthy,,healthy,4
HEALTHY\4213_healthy.jpg,healthy,,healthy,2
HEALTHY\4215_healthy.jpg,healthy,,healthy,4
HEALTHY\4216_healthy.jpg,healthy,,healthy,4
HEALTHY\4217_healthy.jpg,healthy,,healthy,3
HEALTHY\4218_healthy.jpg,healthy,,healthy,1
HEALTHY\4219_healthy.jpg,healthy,,healthy,4
HEALTHY\4220_healthy.jpg,healthy,,healthy,4
HEALTHY\4222_healthy.jpg,healthy,,healthy,1
HEALTHY\4223_healthy.jpg,healthy,,healthy,4
HEALTHY\4225_healthy.jpg,healthy,,healthy,2
HEALTHY\4226_healthy.jpg,healthy,,healthy,2
HEALTHY\4228_healthy.jpg,healthy,,healthy,2
HEALTHY\4231_healthy.jpg,healthy,,healthy,4
HEALTHY\4232_healthy.jpg,healthy,,healthy,1
HEALTHY\4233_healthy.jpg,healthy,,healthy,0
HEALTHY\4234_healthy.jpg,healthy,,healthy,2
HEALTHY\4235_healthy.jpg,healthy,,healthy,1
HEALTHY\4236_healthy.jpg,healthy,,healthy,4
HEALTHY\4237_healthy.jpg,healthy,,healthy,3
HEALTHY\4238_healthy.jpg,healthy,,healthy,1
HEALTHY\4239_healthy.jpg,healthy,,healthy,1
HEALTHY\4241_healthy.jpg,healthy,,healthy,4
HEALTHY\4242_healthy.jpg,healthy,,healthy,1
HEALTHY\4243_healthy.jpg,healthy,,healthy,1
HEALTHY\4244_healthy.jpg,healthy,,healthy,0
HEALTHY\4245_healthy.jpg,healthy,,healthy,4
HEALTHY\4246_healthy.jpg,healthy,,healthy,1
HEALTHY\4247_healthy.jpg,healthy,,healthy,2
HEALTHY\4249_healthy.jpg,healthy,,healthy,2
HEALTHY\4251_healthy.jpg,healthy,,healthy,4
HEALTHY\4255_healthy.jpg,healthy,,healthy,2
HEALTHY\4256_healthy.jpg,healthy,,healthy,0
HEALTHY\4260_healthy.jpg,healthy,,healthy,4
HEALTHY\4261_healthy.jpg,healthy,,healthy,3
HEALTHY\4262_healthy.jpg,healthy,,healthy,4
HEALTHY\4264_healthy.jpg,healthy,,healthy,3
HEALTHY\4265_healthy.jpg,healthy,,healthy,1
HEALTHY\4266_healthy.jpg,healthy,,healthy,1
HEALTHY\4267_healthy.jpg,healthy,,healthy,4
HEALTHY\4268_healthy.jpg,healthy,,healthy,3
HEALTHY\4270_healthy.jpg,healthy,,healthy,3
HEALTHY\4272_healthy.jpg,healthy,,healthy,0
HEALTHY\4274_healthy.jpg,healthy,,healthy,3
HEALTHY\4275_healthy.jpg,healthy,,healthy,2
HEALTHY\4276_healthy.jpg,healthy,,healthy,2
HEALTHY\4277_healthy.jpg,healthy,,healthy,2
HEALTHY\4278_healthy.jpg,healthy,,healthy,3
HEALTHY\4280_healthy.jpg,healthy,,healthy,4
HEALTHY\4281_healthy.jpg,healthy,,healthy,0
HEALTHY\4283_healthy.jpg,healthy,,healthy,4
HEALTHY\4284_healthy.jpg,healthy,,healthy,0
HEALTHY\4290_healthy.jpg,healthy,,healthy,3
HEALTHY\4292_healthy.jpg,healthy,,healthy,1
HEALTHY\4293_healthy.jpg,healthy,,healthy,2
HEALTHY\4296_healthy.jpg,healthy,,healthy,2
HEALTHY\4297_healthy.jpg,healthy,,healthy,4
HEALTHY\4299_healthy.jpg,healthy,,healthy,3
HEALTHY\4300_healthy.jpg,healthy,,healthy,4
HEALTHY\4301_healthy.jpg,healthy,,healthy,0
HEALTHY\4302_healthy.jpg,healthy,,healthy,3
HEALTHY\4303_healthy.jpg,healthy,,healthy,0
HEALTHY\4305_healthy.jpg,healthy,,healthy,4
HEALTHY\4309_healthy.jpg,healthy,,healthy,2
HEALTHY\4310_healthy.jpg,healthy,,healthy,0
HEALTHY\4311_healthy.jpg,healthy,,healthy,3
HEALTHY\4312_healthy.jpg,healthy,,healthy,3
HEALTHY\4313_healthy.jpg,healthy,,healthy,3
HEALTHY\4314_healthy.jpg,healthy,,healthy,3
HEALTHY\4315_healthy.jpg,healthy,,healthy,4
HEALTHY\4316_healthy.jpg,healthy,,healthy,2
HEALTHY\4317_healthy.jpg,healthy,,healthy,0
HEALTHY\4319_healthy.jpg,healthy,,healthy,3
HEALTHY\4320_healthy.jpg,healthy,,healthy,3
HEALTHY\4322_healthy.jpg,healthy,,healthy,1
HEALTHY\4323_healthy.jpg,healthy,,healthy,3
HEALTHY\4324_healthy.jpg,healthy,,healthy,0
HEALTHY\4327_healthy.jpg,healthy,,healthy,3
HEALTHY\4329_healthy.jpg,healthy,,healthy,4
HEALTHY\4330_healthy.jpg,healthy,,healthy,3
HEALTHY\4331_healthy.jpg,healthy,,healthy,1
HEALTHY\4332_healthy.jpg,healthy,,healthy,1
HEALTHY\4333_healthy.jpg,healthy,,healthy,1
HEALTHY\4335_healthy.jpg,healthy,,healthy,0
HEALTHY\4337_healthy.jpg,healthy,,healthy,2
HEALTHY\4338_healthy.jpg,healthy,,healthy,2
HEALTHY\4339_healthy.jpg,healthy,,healthy,1
HEALTHY\4340_healthy.jpg,healthy,,healthy,4
HEALTHY\4341_healthy.jpg,healthy,,healthy,0
HEALTHY\4342_healthy.jpg,healthy,,healthy,0
HEALTHY\4345_healthy.jpg,healthy,,healthy,2
HEALTHY\4347_healthy.jpg,healthy,,healthy,0
HEALTHY\4348_healthy.jpg,healthy,,healthy,3
HEALTHY\4351_healthy.jpg,healthy,,healthy,2
HEALTHY\4352_healthy.jpg,healthy,,healthy,1
HEALTHY\4357_healthy.jpg,healthy,,healthy,4
HEALTHY\4358_healthy.jpg,healthy,,healthy,2
HEALTHY\4359_healthy.jpg,healthy,,healthy,4
HEALTHY\4360_healthy.jpg,healthy,,healthy,0
HEALTHY\4361_healthy.jpg,healthy,,healthy,1
HEALTHY\4363_healthy.jpg,healthy,,healthy,0
HEALTHY\4364_healthy.jpg,healthy,,healthy,0
HEALTHY\4365_healthy.jpg,healthy,,healthy,3
HEALTHY\4366_healthy.jpg,healthy,,healthy,4
HEALTHY\4367_healthy.jpg,healthy,,healthy,1
HEALTHY\4368_healthy.jpg,healthy,,healthy,3
HEALTHY\4369_healthy.jpg,healthy,,healthy,2
HEALTHY\4370_healthy.jpg,healthy,,healthy,1
HEALTHY\4371_healthy.jpg,healthy,,healthy,2
HEALTHY\4374_healthy.jpg,healthy,,healthy,3
HEALTHY\4377_healthy.jpg,healthy,,healthy,3
HEALTHY\4379_healthy.jpg,healthy,,healthy,3
HEALTHY\4381_healthy.jpg,healthy,,healthy,0
HEALTHY\4382_healthy.jpg,healthy,,healthy,1
HEALTHY\4383_healthy.jpg,healthy,,healthy,1
HEALTHY\4385_healthy.jpg,healthy,,healthy,3
HEALTHY\4387_healthy.jpg,healthy,,healthy,3
HEALTHY\4388_healthy.jpg,healthy,,healthy,4
HEALTHY\4389_healthy.jpg,healthy,,healthy,1
HEALTHY\4390_healthy.jpg,healthy,,healthy,1
HEALTHY\4391_healthy.jpg,healthy,,healthy,4
HEALTHY\4392_healthy.jpg,healthy,,healthy,0
HEALTHY\4393_healthy.jpg,healthy,,healthy,4
HEALTHY\4394_healthy.jpg,healthy,,healthy,4
HEALTHY\4395_healthy.jpg,healthy,,healthy,0
HEALTHY\4396_healthy.jpg,healthy,,healthy,0
HEALTHY\4398_healthy.jpg,healthy,,healthy,0
HEALTHY\4399_healthy.jpg,healthy,,healthy,3
HEALTHY\4400_healthy.jpg,healthy,,healthy,3
HEALTHY\4401_healthy.jpg,healthy,,healthy,1
HEALTHY\4402_healthy.jpg,healthy,,healthy,3
HEALTHY\4405_healthy.jpg,healthy,,healthy,4
HEALTHY\4406_healthy.jpg,healthy,,healthy,4
HEALTHY\4407_healthy.jpg,healthy,,healthy,0
HEALTHY\4408_healthy.jpg,healthy,,healthy,3
HEALTHY\4409_healthy.jpg,healthy,,healthy,3
HEALTHY\4410_healthy.jpg,healthy,,healthy,4
HEALTHY\4411_healthy.jpg,healthy,,healthy,2
HEALTHY\4413_healthy.jpg,healthy,,healthy,3
HEALTHY\4416_healthy.jpg,healthy,,healthy,0
HEALTHY\4419_healthy.jpg,healthy,,healthy,1
HEALTHY\4420_healthy.jpg,healthy,,healthy,2
HEALTHY\4421_healthy.jpg,healthy,,healthy,1
HEALTHY\4423_healthy.jpg,healthy,,healthy,1
HEALTHY\4424_healthy.jpg,healthy,,healthy,1
HEALTHY\4425_healthy.jpg,healthy,,healthy,0
HEALTHY\4427_healthy.jpg,healthy,,healthy,0
HEALTHY\4428_healthy.jpg,healthy,,healthy,4
HEALTHY\4429_healthy.jpg,healthy,,healthy,0
HEALTHY\4431_healthy.jpg,healthy,,healthy,3
HEALTHY\4432_healthy.jpg,healthy,,healthy,3
HEALTHY\4434_healthy.jpg,healthy,,healthy,2
HEALTHY\4435_healthy.jpg,healthy,,healthy,1
HEALTHY\4436_healthy.jpg,healthy,,healthy,1
HEALTHY\4439_healthy.jpg,healthy,,healthy,3
HEALTHY\4440_healthy.jpg,healthy,,healthy,2
HEALTHY\4441_healthy.jpg,healthy,,healthy,3
HEALTHY\4443_healthy.jpg,healthy,,healthy,3
HEALTHY\4444_healthy.jpg,healthy,,healthy,0
HEALTHY\4445_healthy.jpg,healthy,,healthy,0
HEALTHY\4450_healthy.jpg,healthy,,healthy,4
HEALTHY\4452_healthy.jpg,healthy,,healthy,2
HEALTHY\4455_healthy.jpg,healthy,,healthy,0
HEALTHY\4457_healthy.jpg,healthy,,healthy,2
HEALTHY\4460_healthy.jpg,healthy,,healthy,4
HEALTHY\4461_healthy.jpg,healthy,,healthy,1
HEALTHY\4463_healthy.jpg,healthy,,healthy,3
HEALTHY\4464_healthy.jpg,healthy,,healthy,3
HEALTHY\4468_healthy.jpg,healthy,,healthy,2
HEALTHY\4469_healthy.jpg,healthy,,healthy,4
HEALTHY\4471_healthy.jpg,healthy,,healthy,2
HEALTHY\4473_healthy.jpg,healthy,,healthy,4
HEALTHY\4474_healthy.jpg,healthy,,healthy,4
HEALTHY\4475_healthy.jpg,healthy,,healthy,1
HEALTHY\4476_healthy.jpg,healthy,,healthy,4
HEALTHY\4477_healthy.jpg,healthy,,healthy,1
HEALTHY\4478_healthy.jpg,healthy,,healthy,1
HEALTHY\4479_healthy.jpg,healthy,,healthy,2
HEALTHY\4480_healthy.jpg,healthy,,healthy,4
HEALTHY\4482_healthy.jpg,healthy,,healthy,4
HEALTHY\4483_healthy.jpg,healthy,,healthy,1
HEALTHY\4485_healthy.jpg,healthy,,healthy,4
HEALTHY\4486_healthy.jpg,healthy,,healthy,2
HEALTHY\4487_healthy.jpg,healthy,,healthy,0
HEALTHY\4488_healthy.jpg,healthy,,healthy,3
HEALTHY\4489_healthy.jpg,healthy,,healthy,1
HEALTHY\4491_healthy.jpg,healthy,,healthy,2
HEALTHY\4493_healthy.jpg,healthy,,healthy,0
HEALTHY\4496_healthy.jpg,healthy,,healthy,1
HEALTHY\4498_healthy.jpg,healthy,,healthy,2
HEALTHY\4499_healthy.jpg,healthy,,healthy,3
HEALTHY\4500_healthy.jpg,healthy,,healthy,1
HEALTHY\4502_healthy.jpg,healthy,,healthy,4
HEALTHY\4503_healthy.jpg,healthy,,healthy,4
HEALTHY\4504_healthy.jpg,healthy,,healthy,1
HEALTHY\4505_healthy.jpg,healthy,,healthy,1
HEALTHY\4506_healthy.jpg,healthy,,healthy,3
HEALTHY\4507_healthy.jpg,healthy,,healthy,0
HEALTHY\4508_healthy.jpg,healthy,,healthy,3
HEALTHY\4509_healthy.jpg,healthy,,healthy,3
HEALTHY\4510_healthy.jpg,healthy,,healthy,0
HEALTHY\4512_healthy.jpg,healthy,,healthy,0
HEALTHY\4513_healthy.jpg,healthy,,healthy,1
HEALTHY\4516_healthy.jpg,healthy,,healthy,0
HEALTHY\4518_healthy.jpg,healthy,,healthy,1
HEALTHY\4519_healthy.jpg,healthy,,healthy,0
HEALTHY\4520_healthy.jpg,healthy,,healthy,4
HEALTHY\4521_healthy.jpg,healthy,,healthy,2
HEALTHY\4523_healthy.jpg,healthy,,healthy,2
HEALTHY\4524_healthy.jpg,healthy,,healthy,3
HEALTHY\4525_healthy.jpg,healthy,,healthy,0
HEALTHY\4526_healthy.jpg,healthy,,healthy,4
HEALTHY\4529_healthy.jpg,healthy,,healthy,3
HEALTHY\4530_healthy.jpg,healthy,,healthy,2
HEALTHY\4533_healthy.jpg,healthy,,healthy,2
HEALTHY\4534_healthy.jpg,healthy,,healthy,2
HEALTHY\4537_healthy.jpg,healthy,,healthy,3
HEALTHY\4540_healthy.jpg,healthy,,healthy,0
HEALTHY\4542_healthy.jpg,healthy,,healthy,1
HEALTHY\4543_healthy.jpg,healthy,,healthy,4
HEALTHY\4544_healthy.jpg,healthy,,healthy,3
HEALTHY\4545_healthy.jpg,healthy,,healthy,2
HEALTHY\4547_healthy.jpg,healthy,,healthy,2
HEALTHY\4549_healthy.jpg,healthy,,healthy,0
HEALTHY\4552_healthy.jpg,healthy,,healthy,2
HEALTHY\4553_healthy.jpg,healthy,,healthy,0
HEALTHY\4555_healthy.jpg,healthy,,healthy,1
HEALTHY\4556_healthy.jpg,healthy,,healthy,3
HEALTHY\4557_healthy.jpg,healthy,,healthy,1
HEALTHY\4558_healthy.jpg,healthy,,healthy,3
HEALTHY\4559_healthy.jpg,healthy,,healthy,4
HEALTHY\4561_healthy.jpg,healthy,,healthy,2
HEALTHY\4563_healthy.jpg,healthy,,healthy,4
HEALTHY\4566_healthy.jpg,healthy,,healthy,3
HEALTHY\4568_healthy.jpg,healthy,,healthy,1
HEALTHY\4569_healthy.jpg,healthy,,healthy,2
HEALTHY\4571_healthy.jpg,healthy,,healthy,4
HEALTHY\4575_healthy.jpg,healthy,,healthy,1
HEALTHY\4577_healthy.jpg,healthy,,healthy,2
HEALTHY\4578_healthy.jpg,healthy,,healthy,4
HEALTHY\4579_healthy.jpg,healthy,,healthy,2
HEALTHY\4580_healthy.jpg,healthy,,healthy,1
HEALTHY\4584_healthy.jpg,healthy,,healthy,0
HEALTHY\4585_healthy.jpg,healthy,,healthy,1
HEALTHY\4586_healthy.jpg,healthy,,healthy,2
HEALTHY\4587_healthy.jpg,healthy,,healthy,1
HEALTHY\4589_healthy.jpg,healthy,,healthy,4
HEALTHY\4592_healthy.jpg,healthy,,healthy,4
HEALTHY\4593_healthy.jpg,healthy,,healthy,2
HEALTHY\4595_healthy.jpg,healthy,,healthy,2
HEALTHY\4596_healthy.jpg,healthy,,healthy,2
HEALTHY\4597_healthy.jpg,healthy,,healthy,2
HEALTHY\4599_healthy.jpg,healthy,,healthy,4
HEALTHY\4600_healthy.jpg,healthy,,healthy,1
HEALTHY\4601_healthy.jpg,healthy,,healthy,2
HEALTHY\4602_healthy.jpg,healthy,,healthy,0
HEALTHY\4603_healthy.jpg,healthy,,healthy,2
HEALTHY\4604_healthy.jpg,healthy,,healthy,0
HEALTHY\4605_healthy.jpg,healthy,,healthy,4
HEALTHY\4606_healthy.jpg,healthy,,healthy,3
HEALTHY\4607_healthy.jpg,healthy,,healthy,2
HEALTHY\4608_healthy.jpg,healthy,,healthy,1
HEALTHY\4611_healthy.jpg,healthy,,healthy,4
HEALTHY\4613_healthy.jpg,healthy,,healthy,0
HEALTHY\4615_healthy.jpg,healthy,,healthy,3
HEALTHY\4617_healthy.jpg,healthy,,healthy,2
HEALTHY\4618_healthy.jpg,healthy,,healthy,0
HEALTHY\4619_healthy.jpg,healthy,,healthy,0
HEALTHY\4620_healthy.jpg,healthy,,healthy,4
HEALTHY\4621_healthy.jpg,healthy,,healthy,0
HEALTHY\4623_healthy.jpg,healthy,,healthy,0
HEALTHY\4625_healthy.jpg,healthy,,healthy,3
HEALTHY\4626_healthy.jpg,healthy,,healthy,4
HEALTHY\4631_healthy.jpg,healthy,,healthy,1
HEALTHY\4632_healthy.jpg,healthy,,healthy,3
HEALTHY\4634_healthy.jpg,healthy,,healthy,3
HEALTHY\4636_healthy.jpg,healthy,,healthy,1
HEALTHY\4637_healthy.jpg,healthy,,healthy,3
HEALTHY\4638_healthy.jpg,healthy,,healthy,3
HEALTHY\4639_healthy.jpg,healthy,,healthy,3
HEALTHY\4641_healthy.jpg,healthy,,healthy,2
HEALTHY\4642_healthy.jpg,healthy,,healthy,2
HEALTHY\4643_healthy.jpg,healthy,,healthy,0
HEALTHY\4645_healthy.jpg,healthy,,healthy,3
HEALTHY\4649_healthy.jpg,healthy,,healthy,1
HEALTHY\4650_healthy.jpg,healthy,,healthy,4
HEALTHY\4651_healthy.jpg,healthy,,healthy,2
HEALTHY\4652_healthy.jpg,healthy,,healthy,1
HEALTHY\4654_healthy.jpg,healthy,,healthy,4
HEALTHY\4656_healthy.jpg,healthy,,healthy,2
HEALTHY\4657_healthy.jpg,healthy,,healthy,4
HEALTHY\4658_healthy.jpg,healthy,,healthy,3
HEALTHY\4662_healthy.jpg,healthy,,healthy,4
HEALTHY\4663_healthy.jpg,healthy,,healthy,1
HEALTHY\4664_healthy.jpg,healthy,,healthy,3
HEALTHY\4665_healthy.jpg,healthy,,healthy,3
HEALTHY\4666_healthy.jpg,healthy,,healthy,0
HEALTHY\4667_healthy.jpg,healthy,,healthy,2
HEALTHY\4668_healthy.jpg,healthy,,healthy,3
HEALTHY\4669_healthy.jpg,healthy,,healthy,0
HEALTHY\4670_healthy.jpg,healthy,,healthy,3
HEALTHY\4671_healthy.jpg,healthy,,healthy,2
HEALTHY\4672_healthy.jpg,healthy,,healthy,0
HEALTHY\4674_healthy.jpg,healthy,,healthy,4
HEALTHY\4675_healthy.jpg,healthy,,healthy,0
HEALTHY\4676_healthy.jpg,healthy,,healthy,2
HEALTHY\4677_healthy.jpg,healthy,,healthy,1
HEALTHY\4678_healthy.jpg,healthy,,healthy,4
HEALTHY\4681_healthy.jpg,healthy,,healthy,3
HEALTHY\4684_healthy.jpg,healthy,,healthy,3
HEALTHY\4687_healthy.jpg,healthy,,healthy,0
HEALTHY\468_healthy.jpg,healthy,,healthy,3
HEALTHY\4690_healthy.jpg,healthy,,healthy,1
HEALTHY\4693_healthy.jpg,healthy,,healthy,4
HEALTHY\4696_healthy.jpg,healthy,,healthy,0
HEALTHY\4697_healthy.jpg,healthy,,healthy,3
HEALTHY\4698_healthy.jpg,healthy,,healthy,4
HEALTHY\469_healthy.jpg,healthy,,healthy,4
HEALTHY\4700_healthy.jpg,healthy,,healthy,1
HEALTHY\4704_healthy.jpg,healthy,,healthy,2
HEALTHY\4706_healthy.jpg,healthy,,healthy,2
HEALTHY\4710_healthy.jpg,healthy,,healthy,2
HEALTHY\4711_healthy.jpg,healthy,,healthy,4
HEALTHY\4713_healthy.jpg,healthy,,healthy,1
HEALTHY\4714_healthy.jpg,healthy,,healthy,4
HEALTHY\4715_healthy.jpg,healthy,,healthy,0
HEALTHY\4716_healthy.jpg,healthy,,healthy,2
HEALTHY\4718_healthy.jpg,healthy,,healthy,4
HEALTHY\4719_healthy.jpg,healthy,,healthy,3
HEALTHY\471_healthy.jpg,healthy,,healthy,4
HEALTHY\4727_healthy.jpg,healthy,,healthy,3
HEALTHY\4730_healthy.jpg,healthy,,healthy,3
HEALTHY\4732_healthy.jpg,healthy,,healthy,4
HEALTHY\4733_healthy.jpg,healthy,,healthy,0
HEALTHY\4734_healthy.jpg,healthy,,healthy,2
HEALTHY\4735_healthy.jpg,healthy,,healthy,2
HEALTHY\4736_healthy.jpg,healthy,,healthy,1
HEALTHY\4738_healthy.jpg,healthy,,healthy,4
HEALTHY\473_healthy.jpg,healthy,,healthy,1
HEALTHY\4740_healthy.jpg,healthy,,healthy,3
HEALTHY\4741_healthy.jpg,healthy,,healthy,3
HEALTHY\4742_healthy.jpg,healthy,,healthy,0
HEALTHY\4743_healthy.jpg,healthy,,healthy,4
HEALTHY\4744_healthy.jpg,healthy,,healthy,1
HEALTHY\4745_healthy.jpg,healthy,,healthy,4
HEALTHY\4746_healthy.jpg,healthy,,healthy,1
HEALTHY\4751_healthy.jpg,healthy,,healthy,4
HEALTHY\4752_healthy.jpg,healthy,,healthy,2
HEALTHY\4753_healthy.jpg,healthy,,healthy,4
HEALTHY\4757_healthy.jpg,healthy,,healthy,0
HEALTHY\4758_healthy.jpg,healthy,,healthy,1
HEALTHY\4759_healthy.jpg,healthy,,healthy,3
HEALTHY\4761_healthy.jpg,healthy,,healthy,4
HEALTHY\4762_healthy.jpg,healthy,,healthy,3
HEALTHY\4763_healthy.jpg,healthy,,healthy,2
HEALTHY\4768_healthy.jpg,healthy,,healthy,3
HEALTHY\4769_healthy.jpg,healthy,,healthy,1
HEALTHY\4770_healthy.jpg,healthy,,healthy,4
HEALTHY\4773_healthy.jpg,healthy,,healthy,2
HEALTHY\4774_healthy.jpg,healthy,,healthy,4
HEALTHY\4775_healthy.jpg,healthy,,healthy,3
HEALTHY\4776_healthy.jpg,healthy,,healthy,1
HEALTHY\4777_healthy.jpg,healthy,,healthy,3
HEALTHY\4779_healthy.jpg,healthy,,healthy,3
HEALTHY\477_healthy.jpg,healthy,,healthy,3
HEALTHY\4781_healthy.jpg,healthy,,healthy,0
HEALTHY\4782_healthy.jpg,healthy,,healthy,3
HEALTHY\4784_healthy.jpg,healthy,,healthy,0
HEALTHY\4785_healthy.jpg,healthy,,healthy,0
HEALTHY\4788_healthy.jpg,healthy,,healthy,0
HEALTHY\4791_healthy.jpg,healthy,,healthy,3
HEALTHY\4792_healthy.jpg,healthy,,healthy,3
HEALTHY\4793_healthy.jpg,healthy,,healthy,3
HEALTHY\4795_healthy.jpg,healthy,,healthy,2
HEALTHY\4797_healthy.jpg,healthy,,healthy,1
HEALTHY\4799_healthy.jpg,healthy,,healthy,3
HEALTHY\479_healthy.jpg,healthy,,healthy,2
HEALTHY\4800_healthy.jpg,healthy,,healthy,2
HEALTHY\4801_healthy.jpg,healthy,,healthy,1
HEALTHY\4802_healthy.jpg,healthy,,healthy,2
HEALTHY\4803_healthy.jpg,healthy,,healthy,3
HEALTHY\4805_healthy.jpg,healthy,,healthy,4
HEALTHY\4807_healthy.jpg,healthy,,healthy,2
HEALTHY\4808_healthy.jpg,healthy,,healthy,2
HEALTHY\4809_healthy.jpg,healthy,,healthy,1
HEALTHY\4810_healthy.jpg,healthy,,healthy,0
HEALTHY\4812_healthy.jpg,healthy,,healthy,2
HEALTHY\4814_healthy.jpg,healthy,,healthy,3
HEALTHY\4816_healthy.jpg,healthy,,healthy,2
HEALTHY\4817_healthy.jpg,healthy,,healthy,3
HEALTHY\4818_healthy.jpg,healthy,,healthy,3
HEALTHY\4819_healthy.jpg,healthy,,healthy,1
HEALTHY\481_healthy.jpg,healthy,,healthy,2
HEALTHY\4820_healthy.jpg,healthy,,healthy,0
HEALTHY\4823_healthy.jpg,healthy,,healthy,1
HEALTHY\4824_healthy.jpg,healthy,,healthy,4
HEALTHY\4826_healthy.jpg,healthy,,healthy,4
HEALTHY\4829_healthy.jpg,healthy,,healthy,4
HEALTHY\482_healthy.jpg,healthy,,healthy,3
HEALTHY\4830_healthy.jpg,healthy,,healthy,3
HEALTHY\4832_healthy.jpg,healthy,,healthy,4
HEALTHY\4833_healthy.jpg,healthy,,healthy,2
HEALTHY\4836_healthy.jpg,healthy,,healthy,2
HEALTHY\4837_healthy.jpg,healthy,,healthy,1
HEALTHY\4838_healthy.jpg,healthy,,healthy,3
HEALTHY\4842_healthy.jpg,healthy,,healthy,0
HEALTHY\4844_healthy.jpg,healthy,,healthy,4
HEALTHY\4845_healthy.jpg,healthy,,healthy,0
HEALTHY\4848_healthy.jpg,healthy,,healthy,3
HEALTHY\4849_healthy.jpg,healthy,,healthy,2
HEALTHY\4850_healthy.jpg,healthy,,healthy,3
HEALTHY\4851_healthy.jpg,healthy,,healthy,0
HEALTHY\4852_healthy.jpg,healthy,,healthy,1
HEALTHY\4854_healthy.jpg,healthy,,healthy,4
HEALTHY\4855_healthy.jpg,healthy,,healthy,0
HEALTHY\4856_healthy.jpg,healthy,,healthy,1
HEALTHY\4858_healthy.jpg,healthy,,healthy,4
HEALTHY\4859_healthy.jpg,healthy,,healthy,3
